"short_description","icd_code","long_title"
"Hospital observation services","W461XXA","Contact with contaminated hypodermic needle, initial encounter"
"Eye and ocular adnexa","W500XXA","Accidental hit or strike by another person, initial encounter"
"Hospital observation services","W500XXA","Accidental hit or strike by another person, initial encounter"
"Musculoskeletal system","W500XXA","Accidental hit or strike by another person, initial encounter"
"Musculoskeletal system","W501XXA","Accidental kick by another person, initial encounter"
"Hospital observation services","W503XXA","Accidental bite by another person, initial encounter"
"Integumentary system","W503XXA","Accidental bite by another person, initial encounter"
"Musculoskeletal system","W503XXA","Accidental bite by another person, initial encounter"
"Eye and ocular adnexa","W51XXXA","Accidental striking against or bumped into by another person, initial encounter"
"Hospital observation services","W51XXXA","Accidental striking against or bumped into by another person, initial encounter"
"Musculoskeletal system","W51XXXA","Accidental striking against or bumped into by another person, initial encounter"
"Nervous system","W51XXXA","Accidental striking against or bumped into by another person, initial encounter"
"Hospital observation services","W540XXA","Bitten by dog, initial encounter"
"Integumentary system","W540XXA","Bitten by dog, initial encounter"
"Musculoskeletal system","W540XXA","Bitten by dog, initial encounter"
"Nervous system","W540XXA","Bitten by dog, initial encounter"
"Hospital observation services","W540XXD","Bitten by dog, subsequent encounter"
"Integumentary system","W540XXD","Bitten by dog, subsequent encounter"
"Hospital observation services","W5501XA","Bitten by cat, initial encounter"
"Integumentary system","W5501XA","Bitten by cat, initial encounter"
"Nervous system","W5501XA","Bitten by cat, initial encounter"
"Hospital observation services","W5501XD","Bitten by cat, subsequent encounter"
"Hospital observation services","W5503XA","Scratched by cat, initial encounter"
"Hospital observation services","W5519XA","Other contact with horse, initial encounter"
"Hospital observation services","W5559XA","Other contact with raccoon, initial encounter"
"Hospital observation services","W57XXXA","Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter"
"Hospital observation services","W64XXXA","Exposure to other animate mechanical forces, initial encounter"
"Hospital observation services","W868XXA","Exposure to other electric current, initial encounter"
"Hospital observation services","X088XXA","Exposure to other specified smoke, fire and flames, initial encounter"
"Integumentary system","X088XXA","Exposure to other specified smoke, fire and flames, initial encounter"
"Hospital observation services","X101XXA","Contact with hot food, initial encounter"
"Integumentary system","X101XXA","Contact with hot food, initial encounter"
"Hospital observation services","X102XXA","Contact with fats and cooking oils, initial encounter"
"Hospital observation services","X31XXXA","Exposure to excessive natural cold, initial encounter"
"Hospital observation services","X500XXA","Overexertion from strenuous movement or load, initial encounter"
"Musculoskeletal system","X500XXA","Overexertion from strenuous movement or load, initial encounter"
"Nervous system","X500XXA","Overexertion from strenuous movement or load, initial encounter"
"Cardiovascular system","X501XXA","Overexertion from prolonged static or awkward postures, initial encounter"
"Hospital observation services","X501XXA","Overexertion from prolonged static or awkward postures, initial encounter"
"Musculoskeletal system","X501XXA","Overexertion from prolonged static or awkward postures, initial encounter"
"Nervous system","X501XXA","Overexertion from prolonged static or awkward postures, initial encounter"
"Hospital observation services","X503XXA","Overexertion from repetitive movements, initial encounter"
"Hospital observation services","X509XXA","Other and unspecified overexertion or strenuous movements or postures, initial encounter"
"Musculoskeletal system","X509XXA","Other and unspecified overexertion or strenuous movements or postures, initial encounter"
"Nervous system","X509XXA","Other and unspecified overexertion or strenuous movements or postures, initial encounter"
"Cardiovascular","X58XXXA","Exposure to other specified factors, initial encounter"
"Cardiovascular system","X58XXXA","Exposure to other specified factors, initial encounter"
"Digestive system","X58XXXA","Exposure to other specified factors, initial encounter"
"Female genital system","X58XXXA","Exposure to other specified factors, initial encounter"
"Hemic and lymphatic systems","X58XXXA","Exposure to other specified factors, initial encounter"
"Hospital observation services","X58XXXA","Exposure to other specified factors, initial encounter"
"Integumentary system","X58XXXA","Exposure to other specified factors, initial encounter"
"Male genital system","X58XXXA","Exposure to other specified factors, initial encounter"
"Musculoskeletal system","X58XXXA","Exposure to other specified factors, initial encounter"
"Nervous system","X58XXXA","Exposure to other specified factors, initial encounter"
"Respiratory system","X58XXXA","Exposure to other specified factors, initial encounter"
"Urinary system","X58XXXA","Exposure to other specified factors, initial encounter"
"Digestive system","X58XXXD","Exposure to other specified factors, subsequent encounter"
"Hospital observation services","X58XXXD","Exposure to other specified factors, subsequent encounter"
"Integumentary system","X58XXXD","Exposure to other specified factors, subsequent encounter"
"Musculoskeletal system","X58XXXD","Exposure to other specified factors, subsequent encounter"
"Nervous system","X58XXXD","Exposure to other specified factors, subsequent encounter"
"Respiratory system","X58XXXD","Exposure to other specified factors, subsequent encounter"
"Hospital observation services","X58XXXS","Exposure to other specified factors, sequela"
"Integumentary system","X58XXXS","Exposure to other specified factors, sequela"
"Musculoskeletal system","X58XXXS","Exposure to other specified factors, sequela"
"Nervous system","X58XXXS","Exposure to other specified factors, sequela"
"Urinary system","X58XXXS","Exposure to other specified factors, sequela"
"Hospital observation services","X713XXA","Intentional self-harm by drowning and submersion in natural water, initial encounter"
"Hospital observation services","X718XXA","Other intentional self-harm by drowning and submersion, initial encounter"
"Hospital observation services","X76XXXA","Intentional self-harm by smoke, fire and flames, initial encounter"
"Hospital observation services","X778XXA","Intentional self-harm by other hot objects, initial encounter"
"Hospital observation services","X780XXA","Intentional self-harm by sharp glass, initial encounter"
"Hospital observation services","X781XXA","Intentional self-harm by knife, initial encounter"
"Integumentary system","X781XXA","Intentional self-harm by knife, initial encounter"
"Digestive system","X788XXA","Intentional self-harm by other sharp object, initial encounter"
"Hospital observation services","X788XXA","Intentional self-harm by other sharp object, initial encounter"
